locus_tag	ftype	length_bp	gene	EC_number	COG	product
NGPMFCKN_01168	tRNA	76				tRNA-Met(cat)
NGPMFCKN_01169	tRNA	77				tRNA-Arg(tcg)
NGPMFCKN_01170	tRNA	77				tRNA-Arg(tct)
NGPMFCKN_01171	CDS	1854	nanS_1	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
NGPMFCKN_01172	CDS	216				hypothetical protein
NGPMFCKN_01173	CDS	345	ydfR_2			putative protein YdfR
NGPMFCKN_01174	CDS	273				hypothetical protein
NGPMFCKN_01175	CDS	534	rrrD_4	3.2.1.17	COG3772	Lysozyme RrrD
NGPMFCKN_01176	CDS	468				hypothetical protein
NGPMFCKN_01177	CDS	90				hypothetical protein
NGPMFCKN_01178	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
NGPMFCKN_01179	CDS	549				hypothetical protein
NGPMFCKN_01180	CDS	1929				hypothetical protein
NGPMFCKN_01181	CDS	207				hypothetical protein
NGPMFCKN_01182	CDS	1593				hypothetical protein
NGPMFCKN_01183	CDS	1506	sppA_4	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
NGPMFCKN_01184	CDS	348				hypothetical protein
NGPMFCKN_01185	CDS	1029				hypothetical protein
NGPMFCKN_01186	CDS	384				hypothetical protein
NGPMFCKN_01187	CDS	354				hypothetical protein
NGPMFCKN_01188	CDS	576				hypothetical protein
NGPMFCKN_01189	CDS	396				hypothetical protein
NGPMFCKN_01190	CDS	747				hypothetical protein
NGPMFCKN_01191	CDS	432				hypothetical protein
NGPMFCKN_01192	CDS	414				hypothetical protein
NGPMFCKN_01193	CDS	2574				hypothetical protein
NGPMFCKN_01194	CDS	330				hypothetical protein
NGPMFCKN_01195	CDS	699				hypothetical protein
NGPMFCKN_01196	CDS	744				hypothetical protein
NGPMFCKN_01197	CDS	582				hypothetical protein
NGPMFCKN_01198	CDS	3474				hypothetical protein
NGPMFCKN_01199	CDS	600	ompX_3		COG3637	Outer membrane protein X
NGPMFCKN_01200	CDS	3027				hypothetical protein
NGPMFCKN_01201	CDS	585	tfaE_3			Prophage tail fiber assembly protein TfaE
NGPMFCKN_01202	CDS	657				hypothetical protein
NGPMFCKN_01203	CDS	270				hypothetical protein
NGPMFCKN_01204	CDS	171				hypothetical protein
NGPMFCKN_01205	CDS	558				hypothetical protein
NGPMFCKN_01206	CDS	507	yciE		COG3685	Protein YciE
NGPMFCKN_01207	CDS	501	yciF		COG3685	Protein YciF
NGPMFCKN_01208	CDS	180				hypothetical protein
NGPMFCKN_01209	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
NGPMFCKN_01210	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
NGPMFCKN_01211	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
NGPMFCKN_01212	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
NGPMFCKN_01213	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
NGPMFCKN_01214	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
NGPMFCKN_01215	CDS	621	yciO		COG0009	putative protein YciO
NGPMFCKN_01216	CDS	1896				hypothetical protein
NGPMFCKN_01217	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
NGPMFCKN_01218	CDS	591	btuR_2	2.5.1.17	COG2109	Cob(I)yrinic acid a,c-diamide adenosyltransferase
NGPMFCKN_01219	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
NGPMFCKN_01220	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
NGPMFCKN_01221	CDS	252	yciN			Protein YciN
NGPMFCKN_01222	CDS	2598	topA_1	5.99.1.2	COG0550	DNA topoisomerase 1
NGPMFCKN_01223	CDS	975	cysB_1			HTH-type transcriptional regulator CysB
NGPMFCKN_01224	CDS	129	ymiA			putative protein YmiA
NGPMFCKN_01225	CDS	168				hypothetical protein
NGPMFCKN_01226	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
NGPMFCKN_01227	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
NGPMFCKN_01228	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
NGPMFCKN_01229	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
NGPMFCKN_01230	CDS	1170	lapB_1		COG2956	Lipopolysaccharide assembly protein B
NGPMFCKN_01231	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
NGPMFCKN_01232	CDS	327	yciH		COG0023	putative protein YciH
NGPMFCKN_01233	CDS	219	osmB			Osmotically-inducible lipoprotein B
NGPMFCKN_01234	CDS	750	srlR_1		COG1349	Glucitol operon repressor
NGPMFCKN_01235	CDS	174				hypothetical protein
NGPMFCKN_01236	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
NGPMFCKN_01237	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
NGPMFCKN_01238	CDS	1128				hypothetical protein
NGPMFCKN_01239	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
NGPMFCKN_01240	CDS	363			COG2852	putative protein
NGPMFCKN_01241	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
NGPMFCKN_01242	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
NGPMFCKN_01243	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
NGPMFCKN_01244	CDS	966	sapB_1		COG4168	Putrescine export system permease protein SapB
NGPMFCKN_01245	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
NGPMFCKN_01246	CDS	246				hypothetical protein
NGPMFCKN_01247	CDS	1386	puuP		COG0531	Putrescine importer PuuP
NGPMFCKN_01248	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NGPMFCKN_01249	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
NGPMFCKN_01250	CDS	558	puuR			HTH-type transcriptional regulator PuuR
NGPMFCKN_01251	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
NGPMFCKN_01252	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
NGPMFCKN_01253	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
NGPMFCKN_01254	CDS	978	pspF		COG1221	Psp operon transcriptional activator
NGPMFCKN_01255	CDS	669	pspA		COG1842	Phage shock protein A
NGPMFCKN_01256	CDS	225	pspB_1			Phage shock protein B
NGPMFCKN_01257	CDS	360	pspC		COG1983	Phage shock protein C
NGPMFCKN_01258	CDS	222	pspD			Phage shock protein D
NGPMFCKN_01259	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
NGPMFCKN_01260	CDS	1398	ycjX		COG3106	putative protein YcjX
NGPMFCKN_01261	CDS	1062				hypothetical protein
NGPMFCKN_01262	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
NGPMFCKN_01263	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
NGPMFCKN_01264	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
NGPMFCKN_01265	CDS	729	mpaA		COG2866	Protein MpaA
NGPMFCKN_01266	CDS	639				hypothetical protein
NGPMFCKN_01267	CDS	921	ycjY_2		COG1073	putative protein YcjY
NGPMFCKN_01268	CDS	900	pgrR_4			HTH-type transcriptional regulator PgrR
NGPMFCKN_01269	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
NGPMFCKN_01270	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
NGPMFCKN_01271	CDS	258				hypothetical protein
NGPMFCKN_01272	CDS	951	uspE		COG0589	Universal stress protein E
NGPMFCKN_01273	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
NGPMFCKN_01274	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
NGPMFCKN_01275	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
NGPMFCKN_01276	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
NGPMFCKN_01277	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
NGPMFCKN_01278	CDS	909	tsaR_1			HTH-type transcriptional regulator TsaR
NGPMFCKN_01279	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
NGPMFCKN_01280	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
NGPMFCKN_01281	CDS	984	zntB		COG0598	Zinc transport protein ZntB
NGPMFCKN_01282	CDS	174				hypothetical protein
NGPMFCKN_01283	CDS	1374	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
NGPMFCKN_01284	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
NGPMFCKN_01285	CDS	435	uspF		COG0589	Universal stress protein F
NGPMFCKN_01286	CDS	1134	ompN		COG3203	Outer membrane protein N
NGPMFCKN_01287	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
NGPMFCKN_01288	CDS	267				hypothetical protein
NGPMFCKN_01289	CDS	423	hslJ		COG3187	Heat shock protein HslJ
NGPMFCKN_01290	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
NGPMFCKN_01291	CDS	2640				hypothetical protein
NGPMFCKN_01292	CDS	186				hypothetical protein
NGPMFCKN_01293	CDS	324				hypothetical protein
NGPMFCKN_01294	CDS	5820				hypothetical protein
NGPMFCKN_01295	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
NGPMFCKN_01296	CDS	2307				hypothetical protein
NGPMFCKN_01297	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
NGPMFCKN_01298	CDS	897	cdsA_1	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
NGPMFCKN_01299	CDS	1758	ynbC		COG2267	putative protein YnbC
NGPMFCKN_01300	CDS	1269	ynbD		COG0671	putative protein YnbD
NGPMFCKN_01301	CDS	606	azoR	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase
NGPMFCKN_01302	CDS	3903	dbpA_2	3.6.4.13		ATP-dependent RNA helicase DbpA
NGPMFCKN_01303	CDS	300				hypothetical protein
NGPMFCKN_01304	CDS	495				hypothetical protein
NGPMFCKN_01305	CDS	111				hypothetical protein
NGPMFCKN_01306	CDS	801	ydcF		COG1434	Protein YdcF
NGPMFCKN_01307	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
NGPMFCKN_01308	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
NGPMFCKN_01309	CDS	531	cybB		COG3038	Cytochrome b561
NGPMFCKN_01310	CDS	174				hypothetical protein
NGPMFCKN_01311	CDS	168				hypothetical protein
NGPMFCKN_01312	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
NGPMFCKN_01313	CDS	924	catM			HTH-type transcriptional regulator CatM
NGPMFCKN_01314	CDS	1344			COG5383	putative protein
NGPMFCKN_01315	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
NGPMFCKN_01316	CDS	225				hypothetical protein
NGPMFCKN_01317	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
NGPMFCKN_01318	CDS	981	glmU_1	2.3.1.157		Bifunctional protein GlmU
NGPMFCKN_01319	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
NGPMFCKN_01320	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
NGPMFCKN_01321	CDS	669				hypothetical protein
NGPMFCKN_01322	CDS	1173	ydcO		COG3135	Inner membrane protein YdcO
NGPMFCKN_01323	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
NGPMFCKN_01324	CDS	2004	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
NGPMFCKN_01325	CDS	171				hypothetical protein
NGPMFCKN_01326	CDS	177	hicA	3.1.-.-		putative mRNA interferase toxin HicA
NGPMFCKN_01327	CDS	438	hicB		COG1598	Antitoxin HicB
NGPMFCKN_01328	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
NGPMFCKN_01329	CDS	1146	spuE		COG0687	Spermidine-binding periplasmic protein SpuE
NGPMFCKN_01330	CDS	1014	potA_3	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NGPMFCKN_01331	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
NGPMFCKN_01332	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
NGPMFCKN_01333	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
NGPMFCKN_01334	CDS	810	vatD	2.3.1.-		Streptogramin A acetyltransferase
NGPMFCKN_01335	CDS	198				hypothetical protein
NGPMFCKN_01336	CDS	174	ortT			Orphan toxin OrtT
NGPMFCKN_01337	CDS	234	ydcY			putative protein YdcY
NGPMFCKN_01338	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
NGPMFCKN_01339	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
NGPMFCKN_01340	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
NGPMFCKN_01341	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
NGPMFCKN_01342	CDS	2103	fecA_1		COG4772	Fe(3+) dicitrate transport protein FecA
NGPMFCKN_01343	CDS	1062	yncE		COG3391	putative protein YncE
NGPMFCKN_01344	CDS	1500	ansP2		COG1113	L-asparagine permease 2
NGPMFCKN_01345	CDS	618	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
NGPMFCKN_01346	CDS	285				hypothetical protein
NGPMFCKN_01347	CDS	2406	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
NGPMFCKN_01348	CDS	792				hypothetical protein
NGPMFCKN_01349	CDS	660				hypothetical protein
NGPMFCKN_01350	CDS	177				hypothetical protein
NGPMFCKN_01351	CDS	561				hypothetical protein
NGPMFCKN_01352	CDS	636				hypothetical protein
NGPMFCKN_01353	CDS	570	flr			Flavoredoxin
NGPMFCKN_01354	CDS	846	nhoA	2.3.1.118	COG2162	N-hydroxyarylamine O-acetyltransferase
NGPMFCKN_01355	CDS	174				hypothetical protein
NGPMFCKN_01356	CDS	603				hypothetical protein
NGPMFCKN_01357	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
NGPMFCKN_01358	CDS	681	narV	1.7.99.4	COG2181	Respiratory nitrate reductase 2 gamma chain
NGPMFCKN_01359	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
NGPMFCKN_01360	CDS	1545	narY	1.7.99.4	COG1140	Respiratory nitrate reductase 2 beta chain
NGPMFCKN_01361	CDS	3741	narZ	1.7.99.4	COG5013	Respiratory nitrate reductase 2 alpha chain
NGPMFCKN_01362	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
NGPMFCKN_01363	CDS	1257	slrP_2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
NGPMFCKN_01364	CDS	1260		2.3.2.27	COG4886	putative E3 ubiquitin-protein ligase ipaH7.8
NGPMFCKN_01365	CDS	1101	ompD_2			Outer membrane porin protein OmpD
NGPMFCKN_01366	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
NGPMFCKN_01367	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
NGPMFCKN_01368	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
NGPMFCKN_01369	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
NGPMFCKN_01370	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
NGPMFCKN_01371	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
NGPMFCKN_01372	CDS	279	higB_1	3.1.-.-		Endoribonuclease HigB
NGPMFCKN_01373	CDS	171				hypothetical protein
NGPMFCKN_01374	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
NGPMFCKN_01375	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
NGPMFCKN_01376	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
NGPMFCKN_01377	CDS	216	bdm			Protein bdm
NGPMFCKN_01378	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
NGPMFCKN_01379	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
NGPMFCKN_01380	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
NGPMFCKN_01381	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
NGPMFCKN_01382	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
NGPMFCKN_01383	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
NGPMFCKN_01384	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
NGPMFCKN_01385	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
NGPMFCKN_01386	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
NGPMFCKN_01387	CDS	1320				hypothetical protein
NGPMFCKN_01388	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
NGPMFCKN_01389	CDS	1401	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
NGPMFCKN_01390	CDS	2784	yhjJ_1		COG0612	Protein YhjJ
NGPMFCKN_01391	CDS	2373				hypothetical protein
NGPMFCKN_01392	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
NGPMFCKN_01393	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
NGPMFCKN_01394	CDS	1683	betC_1	3.1.6.6	COG3119	Choline-sulfatase
NGPMFCKN_01395	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
NGPMFCKN_01396	CDS	234	safA			Two-component-system connector protein SafA
NGPMFCKN_01397	CDS	2280	ydeP		COG0243	Protein YdeP
NGPMFCKN_01398	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
NGPMFCKN_01399	CDS	504	fimG_1			Protein FimG
NGPMFCKN_01400	CDS	531	fimF_1			Protein FimF
NGPMFCKN_01401	CDS	2652	fimD_1		COG3188	Outer membrane usher protein FimD
NGPMFCKN_01402	CDS	711	focC_1			Chaperone protein FocC
NGPMFCKN_01403	CDS	564	fimA_1			Type-1 fimbrial protein, A chain
NGPMFCKN_01404	CDS	804				hypothetical protein
NGPMFCKN_01405	CDS	711				hypothetical protein
NGPMFCKN_01406	CDS	1020	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
NGPMFCKN_01407	CDS	573	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
NGPMFCKN_01408	CDS	192				hypothetical protein
NGPMFCKN_01409	CDS	420				hypothetical protein
NGPMFCKN_01410	CDS	948	iolS_4	1.1.1.-	COG0667	Aldo-keto reductase IolS
NGPMFCKN_01411	CDS	690	hchA_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase HchA
NGPMFCKN_01412	CDS	309				hypothetical protein
NGPMFCKN_01413	CDS	900	pgrR_5			HTH-type transcriptional regulator PgrR
NGPMFCKN_01414	CDS	111				hypothetical protein
NGPMFCKN_01415	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
NGPMFCKN_01416	CDS	285	hipB		COG1396	Antitoxin HipB
NGPMFCKN_01417	CDS	5421	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
NGPMFCKN_01418	CDS	1593	lsrK_1	2.7.1.189	COG1070	Autoinducer-2 kinase
NGPMFCKN_01419	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
NGPMFCKN_01420	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
NGPMFCKN_01421	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
NGPMFCKN_01422	CDS	993	lsrD_2			Autoinducer 2 import system permease protein LsrD
NGPMFCKN_01423	CDS	1023	lsrB_2			Autoinducer 2-binding protein LsrB
NGPMFCKN_01424	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
NGPMFCKN_01425	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
NGPMFCKN_01426	CDS	759	tam_2	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
NGPMFCKN_01427	CDS	795				hypothetical protein
NGPMFCKN_01428	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
NGPMFCKN_01429	CDS	1419	dgcQ_1	2.7.7.65		putative diguanylate cyclase DgcQ
NGPMFCKN_01430	CDS	360				hypothetical protein
NGPMFCKN_01431	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
NGPMFCKN_01432	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
NGPMFCKN_01433	CDS	876	gltR		COG0583	HTH-type transcriptional regulator GltR
NGPMFCKN_01434	CDS	1116				hypothetical protein
NGPMFCKN_01435	CDS	1191	sotB		COG2814	Sugar efflux transporter
NGPMFCKN_01436	CDS	666				hypothetical protein
NGPMFCKN_01437	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
NGPMFCKN_01438	CDS	384	marA			Multiple antibiotic resistance protein MarA
NGPMFCKN_01439	CDS	219				hypothetical protein
NGPMFCKN_01440	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
NGPMFCKN_01441	CDS	1188				hypothetical protein
NGPMFCKN_01442	CDS	96	yneM			putative protein YneM
NGPMFCKN_01443	CDS	891	dgcZ_2	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
NGPMFCKN_01444	CDS	393	ygiW_1		COG3111	Protein YgiW
NGPMFCKN_01445	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
NGPMFCKN_01446	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
NGPMFCKN_01447	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
NGPMFCKN_01448	CDS	204	ydfZ			Putative selenoprotein YdfZ
NGPMFCKN_01449	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
NGPMFCKN_01450	CDS	1284	proP_1			Proline/betaine transporter
NGPMFCKN_01451	CDS	234	ydfK_1			Cold shock protein YdfK
NGPMFCKN_01452	CDS	591	pinR	3.1.22.-	COG1961	Serine recombinase PinR
NGPMFCKN_01453	CDS	576	tfaE_4			Prophage tail fiber assembly protein TfaE
NGPMFCKN_01454	CDS	2916				hypothetical protein
NGPMFCKN_01455	CDS	600	ompX_4		COG3637	Outer membrane protein X
NGPMFCKN_01456	CDS	3399				hypothetical protein
NGPMFCKN_01457	CDS	549				hypothetical protein
NGPMFCKN_01458	CDS	744	mec_2	3.13.1.6	COG1310	CysO-cysteine peptidase
NGPMFCKN_01459	CDS	699				hypothetical protein
NGPMFCKN_01460	CDS	330				hypothetical protein
NGPMFCKN_01461	CDS	3066				hypothetical protein
NGPMFCKN_01462	CDS	318				hypothetical protein
NGPMFCKN_01463	CDS	387				hypothetical protein
NGPMFCKN_01464	CDS	744				hypothetical protein
NGPMFCKN_01465	CDS	402				hypothetical protein
NGPMFCKN_01466	CDS	579				hypothetical protein
NGPMFCKN_01467	CDS	276				hypothetical protein
NGPMFCKN_01468	CDS	324				hypothetical protein
NGPMFCKN_01469	CDS	2028	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
NGPMFCKN_01470	CDS	1509				hypothetical protein
NGPMFCKN_01471	CDS	213				hypothetical protein
NGPMFCKN_01472	CDS	2103				hypothetical protein
NGPMFCKN_01473	CDS	495				hypothetical protein
NGPMFCKN_01474	CDS	168				hypothetical protein
NGPMFCKN_01475	CDS	207				hypothetical protein
NGPMFCKN_01476	CDS	411	ydfO_2		COG5562	putative protein YdfO
NGPMFCKN_01477	CDS	174	gnsA_2			Protein GnsA
NGPMFCKN_01478	CDS	213	cspJ			Cold shock-like protein CspJ
NGPMFCKN_01479	CDS	498				hypothetical protein
NGPMFCKN_01480	CDS	534	rrrD_5	3.2.1.17	COG3772	Lysozyme RrrD
NGPMFCKN_01481	CDS	288	ydfR_3			putative protein YdfR
NGPMFCKN_01482	CDS	207				hypothetical protein
NGPMFCKN_01483	CDS	120				hypothetical protein
NGPMFCKN_01484	CDS	216	cspB		COG1278	Cold shock-like protein CspB
NGPMFCKN_01485	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
NGPMFCKN_01486	CDS	753				hypothetical protein
NGPMFCKN_01487	CDS	1050				hypothetical protein
NGPMFCKN_01488	CDS	252				hypothetical protein
NGPMFCKN_01489	CDS	213	hokC_3			Toxic protein HokC
NGPMFCKN_01490	CDS	1788				hypothetical protein
NGPMFCKN_01491	CDS	402				hypothetical protein
NGPMFCKN_01492	CDS	966				hypothetical protein
NGPMFCKN_01493	CDS	522				hypothetical protein
NGPMFCKN_01494	CDS	228				hypothetical protein
NGPMFCKN_01495	CDS	459				hypothetical protein
NGPMFCKN_01496	CDS	156				hypothetical protein
NGPMFCKN_01497	CDS	576	ydfB			putative protein YdfB
NGPMFCKN_01498	CDS	135				hypothetical protein
NGPMFCKN_01499	CDS	981				hypothetical protein
NGPMFCKN_01500	CDS	192				hypothetical protein
NGPMFCKN_01501	CDS	2472	recE_3	3.1.11.-		Exodeoxyribonuclease 8
NGPMFCKN_01502	CDS	237				hypothetical protein
NGPMFCKN_01503	CDS	1281	intQ_2		COG0582	Putative defective protein IntQ
NGPMFCKN_01504	CDS	111				hypothetical protein
NGPMFCKN_01505	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
NGPMFCKN_01506	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
NGPMFCKN_01507	CDS	327				hypothetical protein
