locus_tag	ftype	length_bp	gene	EC_number	COG	product
OLECGONO_01578	CDS	495				hypothetical protein
OLECGONO_01579	CDS	300				hypothetical protein
OLECGONO_01580	CDS	3903	dbpA_1	3.6.4.13		ATP-dependent RNA helicase DbpA
OLECGONO_01581	CDS	606	azoR	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase
OLECGONO_01582	CDS	1269	ynbD		COG0671	putative protein YnbD
OLECGONO_01583	CDS	1758	ynbC		COG2267	putative protein YnbC
OLECGONO_01584	CDS	897	cdsA_1	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
OLECGONO_01585	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
OLECGONO_01586	CDS	2307				hypothetical protein
OLECGONO_01587	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
OLECGONO_01588	CDS	5820				hypothetical protein
OLECGONO_01589	CDS	324				hypothetical protein
OLECGONO_01590	CDS	186				hypothetical protein
OLECGONO_01591	CDS	2640				hypothetical protein
OLECGONO_01592	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
OLECGONO_01593	CDS	423	hslJ		COG3187	Heat shock protein HslJ
OLECGONO_01594	CDS	267				hypothetical protein
OLECGONO_01595	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
OLECGONO_01596	CDS	1134	ompN		COG3203	Outer membrane protein N
OLECGONO_01597	CDS	435	uspF		COG0589	Universal stress protein F
OLECGONO_01598	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
OLECGONO_01599	CDS	1374	dbpA_2	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
OLECGONO_01600	CDS	174				hypothetical protein
OLECGONO_01601	CDS	984	zntB		COG0598	Zinc transport protein ZntB
OLECGONO_01602	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
OLECGONO_01603	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
OLECGONO_01604	CDS	909	tsaR_1			HTH-type transcriptional regulator TsaR
OLECGONO_01605	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
OLECGONO_01606	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
OLECGONO_01607	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
OLECGONO_01608	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
OLECGONO_01609	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
OLECGONO_01610	CDS	951	uspE		COG0589	Universal stress protein E
OLECGONO_01611	CDS	258				hypothetical protein
OLECGONO_01612	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
OLECGONO_01613	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
OLECGONO_01614	CDS	900	pgrR_2			HTH-type transcriptional regulator PgrR
OLECGONO_01615	CDS	921	ycjY_1		COG1073	putative protein YcjY
OLECGONO_01616	CDS	639				hypothetical protein
OLECGONO_01617	CDS	729	mpaA		COG2866	Protein MpaA
OLECGONO_01618	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
OLECGONO_01619	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
OLECGONO_01620	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
OLECGONO_01621	CDS	1062				hypothetical protein
OLECGONO_01622	CDS	1398	ycjX		COG3106	putative protein YcjX
OLECGONO_01623	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
OLECGONO_01624	CDS	222	pspD			Phage shock protein D
OLECGONO_01625	CDS	360	pspC		COG1983	Phage shock protein C
OLECGONO_01626	CDS	225	pspB_1			Phage shock protein B
OLECGONO_01627	CDS	669	pspA		COG1842	Phage shock protein A
OLECGONO_01628	CDS	978	pspF		COG1221	Psp operon transcriptional activator
OLECGONO_01629	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
OLECGONO_01630	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
OLECGONO_01631	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
OLECGONO_01632	CDS	558	puuR			HTH-type transcriptional regulator PuuR
OLECGONO_01633	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
OLECGONO_01634	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
OLECGONO_01635	CDS	1386	puuP		COG0531	Putrescine importer PuuP
OLECGONO_01636	CDS	246				hypothetical protein
OLECGONO_01637	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
OLECGONO_01638	CDS	966	sapB_1		COG4168	Putrescine export system permease protein SapB
OLECGONO_01639	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
OLECGONO_01640	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
OLECGONO_01641	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
OLECGONO_01642	CDS	363			COG2852	putative protein
OLECGONO_01643	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
OLECGONO_01644	CDS	1128				hypothetical protein
OLECGONO_01645	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
OLECGONO_01646	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
OLECGONO_01647	CDS	174				hypothetical protein
OLECGONO_01648	CDS	750	srlR_3		COG1349	Glucitol operon repressor
OLECGONO_01649	CDS	219	osmB			Osmotically-inducible lipoprotein B
OLECGONO_01650	CDS	327	yciH		COG0023	putative protein YciH
OLECGONO_01651	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
OLECGONO_01652	CDS	1170	lapB_2		COG2956	Lipopolysaccharide assembly protein B
OLECGONO_01653	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
OLECGONO_01654	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
OLECGONO_01655	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
OLECGONO_01656	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
OLECGONO_01657	CDS	168				hypothetical protein
OLECGONO_01658	CDS	129	ymiA			putative protein YmiA
OLECGONO_01659	CDS	975	cysB_2			HTH-type transcriptional regulator CysB
OLECGONO_01660	CDS	2598	topA_1	5.99.1.2	COG0550	DNA topoisomerase 1
OLECGONO_01661	CDS	252	yciN			Protein YciN
OLECGONO_01662	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
OLECGONO_01663	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
OLECGONO_01664	CDS	591	btuR_1	2.5.1.17	COG2109	Cob(I)yrinic acid a,c-diamide adenosyltransferase
OLECGONO_01665	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
OLECGONO_01666	CDS	1896				hypothetical protein
OLECGONO_01667	CDS	621	yciO		COG0009	putative protein YciO
OLECGONO_01668	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
OLECGONO_01669	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
OLECGONO_01670	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
OLECGONO_01671	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
OLECGONO_01672	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
OLECGONO_01673	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
OLECGONO_01674	CDS	180				hypothetical protein
OLECGONO_01675	CDS	501	yciF		COG3685	Protein YciF
OLECGONO_01676	CDS	507	yciE		COG3685	Protein YciE
OLECGONO_01677	CDS	558				hypothetical protein
OLECGONO_01678	CDS	171				hypothetical protein
OLECGONO_01679	CDS	270				hypothetical protein
OLECGONO_01680	CDS	657				hypothetical protein
OLECGONO_01681	CDS	585	tfaE_2			Prophage tail fiber assembly protein TfaE
OLECGONO_01682	CDS	3027				hypothetical protein
OLECGONO_01683	CDS	600	ompX_2		COG3637	Outer membrane protein X
OLECGONO_01684	CDS	3474				hypothetical protein
OLECGONO_01685	CDS	582				hypothetical protein
OLECGONO_01686	CDS	744	mec_1	3.13.1.6	COG1310	CysO-cysteine peptidase
OLECGONO_01687	CDS	699				hypothetical protein
OLECGONO_01688	CDS	330				hypothetical protein
OLECGONO_01689	CDS	2574				hypothetical protein
OLECGONO_01690	CDS	414				hypothetical protein
OLECGONO_01691	CDS	432				hypothetical protein
OLECGONO_01692	CDS	747				hypothetical protein
OLECGONO_01693	CDS	396				hypothetical protein
OLECGONO_01694	CDS	576				hypothetical protein
OLECGONO_01695	CDS	354				hypothetical protein
OLECGONO_01696	CDS	384				hypothetical protein
OLECGONO_01697	CDS	1029				hypothetical protein
OLECGONO_01698	CDS	348				hypothetical protein
OLECGONO_01699	CDS	1506	sppA_2	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
OLECGONO_01700	CDS	1593				hypothetical protein
OLECGONO_01701	CDS	207				hypothetical protein
OLECGONO_01702	CDS	1929				hypothetical protein
OLECGONO_01703	CDS	549				hypothetical protein
OLECGONO_01704	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
OLECGONO_01705	CDS	90				hypothetical protein
OLECGONO_01706	CDS	468				hypothetical protein
OLECGONO_01707	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
OLECGONO_01708	CDS	273				hypothetical protein
OLECGONO_01709	CDS	345	ydfR_2			putative protein YdfR
OLECGONO_01710	CDS	216				hypothetical protein
OLECGONO_01711	CDS	1854	nanS_1	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
OLECGONO_01712	tRNA	77				tRNA-Arg(tct)
OLECGONO_01713	tRNA	77				tRNA-Arg(tcg)
OLECGONO_01714	tRNA	76				tRNA-Met(cat)
OLECGONO_01715	CDS	1050	dpnA	2.1.1.72		Modification methylase DpnIIB
OLECGONO_01716	CDS	198				hypothetical protein
OLECGONO_01717	CDS	690				hypothetical protein
OLECGONO_01718	CDS	366	rusA_1	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OLECGONO_01719	CDS	1056				hypothetical protein
OLECGONO_01720	CDS	213	hokC_2			Toxic protein HokC
OLECGONO_01721	CDS	687	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
OLECGONO_01722	CDS	426				hypothetical protein
OLECGONO_01723	CDS	771				hypothetical protein
OLECGONO_01724	CDS	747	dnaC_1		COG1484	DNA replication protein DnaC
OLECGONO_01725	CDS	933				hypothetical protein
OLECGONO_01726	CDS	426				hypothetical protein
OLECGONO_01727	CDS	324				hypothetical protein
OLECGONO_01728	CDS	477				hypothetical protein
OLECGONO_01729	CDS	234				hypothetical protein
OLECGONO_01730	CDS	321				hypothetical protein
OLECGONO_01731	CDS	276				hypothetical protein
OLECGONO_01732	CDS	189				hypothetical protein
OLECGONO_01733	CDS	192				hypothetical protein
OLECGONO_01734	CDS	2472	recE_3	3.1.11.-		Exodeoxyribonuclease 8
OLECGONO_01735	CDS	1131				hypothetical protein
OLECGONO_01736	CDS	639	ompW		COG3047	Outer membrane protein W
OLECGONO_01737	CDS	744				hypothetical protein
OLECGONO_01738	CDS	540	yciB		COG2917	putative intracellular septation protein A
OLECGONO_01739	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
OLECGONO_01740	CDS	720	tonB_1		COG0810	Protein TonB
OLECGONO_01741	CDS	297	yciI		COG2350	Protein YciI
OLECGONO_01742	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
OLECGONO_01743	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
OLECGONO_01744	CDS	330				hypothetical protein
OLECGONO_01745	CDS	1005	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
OLECGONO_01746	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
OLECGONO_01747	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
OLECGONO_01748	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
OLECGONO_01749	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
OLECGONO_01750	CDS	297				hypothetical protein
OLECGONO_01751	CDS	156				hypothetical protein
OLECGONO_01752	CDS	648				hypothetical protein
OLECGONO_01753	CDS	2676	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
OLECGONO_01754	CDS	1329				hypothetical protein
OLECGONO_01755	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
OLECGONO_01756	CDS	414	hns_1		COG2916	DNA-binding protein H-NS
OLECGONO_01757	CDS	459				hypothetical protein
OLECGONO_01758	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
OLECGONO_01759	CDS	1014	rssB		COG0784	Regulator of RpoS
OLECGONO_01760	CDS	906			COG1752	putative NTE family protein
OLECGONO_01761	CDS	459				hypothetical protein
OLECGONO_01762	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
OLECGONO_01763	tRNA	85				tRNA-Tyr(gta)
OLECGONO_01764	tRNA	85				tRNA-Tyr(gta)
OLECGONO_01765	CDS	180				hypothetical protein
OLECGONO_01766	CDS	678	narI	1.7.99.4	COG2181	Respiratory nitrate reductase 1 gamma chain
OLECGONO_01767	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
OLECGONO_01768	CDS	1539	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
OLECGONO_01769	CDS	3744	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
OLECGONO_01770	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
OLECGONO_01771	CDS	219				hypothetical protein
OLECGONO_01772	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
OLECGONO_01773	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
OLECGONO_01774	CDS	1431				Invasin
OLECGONO_01775	CDS	354	ychN		COG1553	Protein YchN
OLECGONO_01776	CDS	717	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
OLECGONO_01777	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
OLECGONO_01778	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
OLECGONO_01779	CDS	108	ldrA_1			Small toxic polypeptide LdrA
OLECGONO_01780	CDS	108	ldrA_2			Small toxic polypeptide LdrA
OLECGONO_01781	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
OLECGONO_01782	CDS	810				hypothetical protein
OLECGONO_01783	CDS	393	ychQ		COG3094	Protein YchQ
OLECGONO_01784	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
OLECGONO_01785	CDS	1083	prfA_1		COG0216	Peptide chain release factor RF1
OLECGONO_01786	CDS	1326	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
OLECGONO_01787	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
OLECGONO_01788	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OLECGONO_01789	CDS	1014	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
OLECGONO_01790	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
OLECGONO_01791	CDS	279				hypothetical protein
OLECGONO_01792	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
OLECGONO_01793	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
OLECGONO_01794	CDS	255				hypothetical protein
OLECGONO_01795	CDS	2868				putative autotransporter
OLECGONO_01796	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
OLECGONO_01797	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
OLECGONO_01798	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
OLECGONO_01799	CDS	1419	dhaM	3.5.1.-	COG1080	Protein-lysine deacetylase
OLECGONO_01800	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
OLECGONO_01801	CDS	1023				hypothetical protein
OLECGONO_01802	CDS	981			COG0609	putative ABC transporter permease protein
OLECGONO_01803	CDS	759			COG1120	putative ABC transporter ATP-binding protein
OLECGONO_01804	CDS	813	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
OLECGONO_01805	CDS	855	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
OLECGONO_01806	CDS	1971	cirA_2		COG4771	Colicin I receptor
OLECGONO_01807	CDS	255				hypothetical protein
OLECGONO_01808	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
OLECGONO_01809	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
OLECGONO_01810	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
OLECGONO_01811	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
OLECGONO_01812	CDS	153				hypothetical protein
OLECGONO_01813	CDS	1437	slrP_2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
OLECGONO_01814	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
OLECGONO_01815	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
OLECGONO_01816	CDS	1533				hypothetical protein
OLECGONO_01817	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
OLECGONO_01818	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
OLECGONO_01819	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
OLECGONO_01820	CDS	1269	umuC_1		COG0389	Protein UmuC
OLECGONO_01821	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
OLECGONO_01822	CDS	912	hlyE			Hemolysin E, chromosomal
OLECGONO_01823	CDS	447				hypothetical protein
OLECGONO_01824	CDS	660	ycgM		COG0179	putative protein YcgM
OLECGONO_01825	CDS	294	ycgL		COG3100	Protein YcgL
OLECGONO_01826	CDS	402	pliG			Inhibitor of g-type lysozyme
OLECGONO_01827	CDS	369				hypothetical protein
OLECGONO_01828	CDS	696	minC		COG0850	Septum site-determining protein MinC
OLECGONO_01829	CDS	813	minD		COG2894	Septum site-determining protein MinD
OLECGONO_01830	CDS	267	minE		COG0851	Cell division topological specificity factor
OLECGONO_01831	CDS	327				putative autotransporter
OLECGONO_01832	CDS	285				hypothetical protein
OLECGONO_01833	CDS	330	ymgD			putative protein YmgD
OLECGONO_01834	CDS	1449	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
OLECGONO_01835	CDS	984				hypothetical protein
OLECGONO_01836	CDS	219	ymgF			Inner membrane protein YmgF
OLECGONO_01837	CDS	1014	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
OLECGONO_01838	CDS	249	ymgC			putative protein YmgC
OLECGONO_01839	CDS	267	ariR			putative two-component-system connector protein AriR
OLECGONO_01840	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
OLECGONO_01841	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
OLECGONO_01842	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
OLECGONO_01843	CDS	405	ydfO_2		COG5562	putative protein YdfO
OLECGONO_01844	CDS	153	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
OLECGONO_01845	CDS	156				hypothetical protein
OLECGONO_01846	CDS	387				hypothetical protein
OLECGONO_01847	CDS	981				hypothetical protein
OLECGONO_01848	CDS	915	hpf_1			Putative metal ABC transporter substrate-binding protein Hpf
OLECGONO_01849	CDS	828			COG1120	putative ABC transporter ATP-binding protein
OLECGONO_01850	CDS	858	mntB_1			Manganese transport system membrane protein MntB
OLECGONO_01851	CDS	858	mntB_2			Manganese transport system membrane protein MntB
OLECGONO_01852	CDS	294				hypothetical protein
OLECGONO_01853	CDS	279				hypothetical protein
OLECGONO_01854	CDS	2022				hypothetical protein
OLECGONO_01855	CDS	3483				hypothetical protein
OLECGONO_01856	CDS	573				hypothetical protein
OLECGONO_01857	CDS	600				hypothetical protein
OLECGONO_01858	CDS	699				hypothetical protein
OLECGONO_01859	CDS	330				hypothetical protein
OLECGONO_01860	CDS	2580				hypothetical protein
OLECGONO_01861	CDS	435				hypothetical protein
OLECGONO_01862	CDS	423				hypothetical protein
OLECGONO_01863	CDS	741				hypothetical protein
OLECGONO_01864	CDS	396				hypothetical protein
OLECGONO_01865	CDS	579				hypothetical protein
OLECGONO_01866	CDS	354				hypothetical protein
OLECGONO_01867	CDS	396				hypothetical protein
OLECGONO_01868	CDS	1026				hypothetical protein
OLECGONO_01869	CDS	333				hypothetical protein
OLECGONO_01870	CDS	1332	sppA_3	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
OLECGONO_01871	CDS	1602				hypothetical protein
OLECGONO_01872	CDS	207				hypothetical protein
OLECGONO_01873	CDS	1926				hypothetical protein
OLECGONO_01874	CDS	546				hypothetical protein
OLECGONO_01875	CDS	294				hypothetical protein
OLECGONO_01876	CDS	462				hypothetical protein
OLECGONO_01877	CDS	498	rrrD_3	3.2.1.17	COG3772	Lysozyme RrrD
OLECGONO_01878	CDS	216				hypothetical protein
OLECGONO_01879	CDS	732	gadW_1			HTH-type transcriptional regulator GadW
OLECGONO_01880	CDS	960				hypothetical protein
OLECGONO_01881	CDS	525	blc_1		COG3040	Outer membrane lipoprotein Blc
OLECGONO_01882	CDS	378				hypothetical protein
OLECGONO_01883	CDS	138	ylcG			putative protein YlcG
OLECGONO_01884	CDS	363	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OLECGONO_01885	CDS	342				hypothetical protein
OLECGONO_01886	CDS	528				hypothetical protein
OLECGONO_01887	CDS	441				hypothetical protein
OLECGONO_01888	CDS	291				hypothetical protein
OLECGONO_01889	CDS	702				hypothetical protein
OLECGONO_01890	CDS	900				hypothetical protein
OLECGONO_01891	CDS	300				hypothetical protein
OLECGONO_01892	CDS	228				hypothetical protein
OLECGONO_01893	CDS	708	lexA_1	3.4.21.88		LexA repressor
OLECGONO_01894	CDS	900				hypothetical protein
OLECGONO_01895	CDS	309				hypothetical protein
OLECGONO_01896	CDS	582				hypothetical protein
OLECGONO_01897	CDS	369				hypothetical protein
OLECGONO_01898	CDS	165				hypothetical protein
OLECGONO_01899	CDS	144				hypothetical protein
OLECGONO_01900	CDS	297				hypothetical protein
OLECGONO_01901	CDS	786				hypothetical protein
OLECGONO_01902	CDS	681				hypothetical protein
OLECGONO_01903	CDS	183				hypothetical protein
OLECGONO_01904	CDS	192				hypothetical protein
OLECGONO_01905	CDS	282				hypothetical protein
OLECGONO_01906	CDS	219				hypothetical protein
OLECGONO_01907	CDS	240				hypothetical protein
OLECGONO_01908	CDS	237				hypothetical protein
OLECGONO_01909	CDS	1143				hypothetical protein
OLECGONO_01910	CDS	1251	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
OLECGONO_01911	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
OLECGONO_01912	CDS	462	nudJ	3.6.1.-		Phosphatase NudJ
OLECGONO_01913	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
OLECGONO_01914	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
OLECGONO_01915	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
OLECGONO_01916	CDS	102				hypothetical protein
OLECGONO_01917	CDS	672	phoP			Transcriptional regulatory protein PhoP
OLECGONO_01918	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
OLECGONO_01919	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
OLECGONO_01920	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
OLECGONO_01921	CDS	1137	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
